"FIPS Code","Geography","Year","Program Type","Population"
"36045","Jefferson County","2019","Intercensal Population Estimate","117,602"
"36047","Kings County","2019","Intercensal Population Estimate","2,737,209"
"36049","Lewis County","2019","Intercensal Population Estimate","26,651"
"36051","Livingston County","2019","Intercensal Population Estimate","62,219"
"36053","Madison County","2019","Intercensal Population Estimate","68,498"
"36055","Monroe County","2019","Intercensal Population Estimate","758,941"
"36057","Montgomery County","2019","Intercensal Population Estimate","49,638"
"36059","Nassau County","2019","Intercensal Population Estimate","1,395,123"
"36061","New York County","2019","Intercensal Population Estimate","1,702,471"
"36063","Niagara County","2019","Intercensal Population Estimate","213,145"
"36065","Oneida County","2019","Intercensal Population Estimate","232,323"
"36067","Onondaga County","2019","Intercensal Population Estimate","476,259"
"36069","Ontario County","2019","Intercensal Population Estimate","112,153"
"36071","Orange County","2019","Intercensal Population Estimate","399,706"
"36073","Orleans County","2019","Intercensal Population Estimate","40,577"
"36075","Oswego County","2019","Intercensal Population Estimate","117,837"
"36077","Otsego County","2019","Intercensal Population Estimate","59,010"
"36079","Putnam County","2019","Intercensal Population Estimate","97,669"
"36081","Queens County","2019","Intercensal Population Estimate","2,411,304"
"36083","Rensselaer County","2019","Intercensal Population Estimate","161,516"
"36085","Richmond County","2019","Intercensal Population Estimate","494,545"
"36087","Rockland County","2019","Intercensal Population Estimate","337,332"
"36089","St. Lawrence County","2019","Intercensal Population Estimate","108,824"
"36091","Saratoga County","2019","Intercensal Population Estimate","234,518"
"36093","Schenectady County","2019","Intercensal Population Estimate","157,939"
"36095","Schoharie County","2019","Intercensal Population Estimate","29,758"
"36097","Schuyler County","2019","Intercensal Population Estimate","17,993"
"36099","Seneca County","2019","Intercensal Population Estimate","33,966"
"36101","Steuben County","2019","Intercensal Population Estimate","94,165"
"36103","Suffolk County","2019","Intercensal Population Estimate","1,524,358"
"36105","Sullivan County","2019","Intercensal Population Estimate","78,177"
"36107","Tioga County","2019","Intercensal Population Estimate","48,641"
"36109","Tompkins County","2019","Intercensal Population Estimate","106,038"
"36111","Ulster County","2019","Intercensal Population Estimate","181,643"
"36113","Warren County","2019","Intercensal Population Estimate","65,755"
"36115","Washington County","2019","Intercensal Population Estimate","61,665"
"36117","Wayne County","2019","Intercensal Population Estimate","91,483"
"36119","Westchester County","2019","Intercensal Population Estimate","1,002,976"
"36121","Wyoming County","2019","Intercensal Population Estimate","40,737"
"36123","Yates County","2019","Intercensal Population Estimate","24,865"
"36000","New York State","2018","Intercensal Population Estimate","20,219,472"
"36001","Albany County","2018","Intercensal Population Estimate","315,501"
"36003","Allegany County","2018","Intercensal Population Estimate","46,908"
"36005","Bronx County","2018","Intercensal Population Estimate","1,486,756"
"36007","Broome County","2018","Intercensal Population Estimate","199,471"
"36009","Cattaraugus County","2018","Intercensal Population Estimate","77,599"
"36011","Cayuga County","2018","Intercensal Population Estimate","77,164"
"36013","Chautauqua County","2018","Intercensal Population Estimate","128,655"
"36015","Chemung County","2018","Intercensal Population Estimate","85,081"
"36017","Chenango County","2018","Intercensal Population Estimate","47,784"
"36019","Clinton County","2018","Intercensal Population Estimate","80,619"
"36021","Columbia County","2018","Intercensal Population Estimate","61,482"
"36023","Cortland County","2018","Intercensal Population Estimate","47,330"
"36025","Delaware County","2018","Intercensal Population Estimate","44,820"
"36027","Dutchess County","2018","Intercensal Population Estimate","295,687"
"36029","Erie County","2018","Intercensal Population Estimate","949,686"
"36031","Essex County","2018","Intercensal Population Estimate","37,656"
"36033","Franklin County","2018","Intercensal Population Estimate","48,298"
"36035","Fulton County","2018","Intercensal Population Estimate","53,921"
"36037","Genesee County","2018","Intercensal Population Estimate","58,546"
"36039","Greene County","2018","Intercensal Population Estimate","47,991"
"36041","Hamilton County","2018","Intercensal Population Estimate","5,063"
"36043","Herkimer County","2018","Intercensal Population Estimate","61,004"
"36045","Jefferson County","2018","Intercensal Population Estimate","118,919"
"36047","Kings County","2018","Intercensal Population Estimate","2,736,071"
"36049","Lewis County","2018","Intercensal Population Estimate","26,790"
"36051","Livingston County","2018","Intercensal Population Estimate","62,681"
"36053","Madison County","2018","Intercensal Population Estimate","69,060"
"36055","Monroe County","2018","Intercensal Population Estimate","758,810"
"36057","Montgomery County","2018","Intercensal Population Estimate","49,754"
"36059","Nassau County","2018","Intercensal Population Estimate","1,392,254"
"36061","New York County","2018","Intercensal Population Estimate","1,694,959"
"36063","Niagara County","2018","Intercensal Population Estimate","213,495"
"36065","Oneida County","2018","Intercensal Population Estimate","233,073"
"36067","Onondaga County","2018","Intercensal Population Estimate","475,617"
"36069","Ontario County","2018","Intercensal Population Estimate","111,896"
"36071","Orange County","2018","Intercensal Population Estimate","395,573"
"36073","Orleans County","2018","Intercensal Population Estimate","40,910"
"36075","Oswego County","2018","Intercensal Population Estimate","118,325"
"36077","Otsego County","2018","Intercensal Population Estimate","59,527"
"36079","Putnam County","2018","Intercensal Population Estimate","98,120"
"36081","Queens County","2018","Intercensal Population Estimate","2,415,645"
"36083","Rensselaer County","2018","Intercensal Population Estimate","161,713"
"36085","Richmond County","2018","Intercensal Population Estimate","492,946"
"36087","Rockland County","2018","Intercensal Population Estimate","335,450"
"36089","St. Lawrence County","2018","Intercensal Population Estimate","109,477"
"36091","Saratoga County","2018","Intercensal Population Estimate","234,483"
"36093","Schenectady County","2018","Intercensal Population Estimate","157,467"
"36095","Schoharie County","2018","Intercensal Population Estimate","30,028"
"36097","Schuyler County","2018","Intercensal Population Estimate","18,003"
"36099","Seneca County","2018","Intercensal Population Estimate","34,078"
"36101","Steuben County","2018","Intercensal Population Estimate","94,839"
"36103","Suffolk County","2018","Intercensal Population Estimate","1,523,333"
"36105","Sullivan County","2018","Intercensal Population Estimate","77,723"
"36107","Tioga County","2018","Intercensal Population Estimate","48,891"
"36109","Tompkins County","2018","Intercensal Population Estimate","106,009"
"36111","Ulster County","2018","Intercensal Population Estimate","181,819"
"36113","Warren County","2018","Intercensal Population Estimate","65,853"
"36115","Washington County","2018","Intercensal Population Estimate","61,777"
"36117","Wayne County","2018","Intercensal Population Estimate","91,597"
"36119","Westchester County","2018","Intercensal Population Estimate","999,708"
"36121","Wyoming County","2018","Intercensal Population Estimate","40,851"
"36123","Yates County","2018","Intercensal Population Estimate","24,926"
"36000","New York State","2017","Intercensal Population Estimate","20,187,407"
"36001","Albany County","2017","Intercensal Population Estimate","315,662"
"36003","Allegany County","2017","Intercensal Population Estimate","47,216"
"36005","Bronx County","2017","Intercensal Population Estimate","1,487,801"
"36007","Broome County","2017","Intercensal Population Estimate","199,626"
"36009","Cattaraugus County","2017","Intercensal Population Estimate","77,947"
"36011","Cayuga County","2017","Intercensal Population Estimate","77,532"
"36013","Chautauqua County","2017","Intercensal Population Estimate","129,425"
"36015","Chemung County","2017","Intercensal Population Estimate","85,747"
"36017","Chenango County","2017","Intercensal Population Estimate","48,089"
"36019","Clinton County","2017","Intercensal Population Estimate","80,546"
"36021","Columbia County","2017","Intercensal Population Estimate","61,746"
"36023","Cortland County","2017","Intercensal Population Estimate","47,491"
"36025","Delaware County","2017","Intercensal Population Estimate","45,234"
"36027","Dutchess County","2017","Intercensal Population Estimate","295,158"
"36029","Erie County","2017","Intercensal Population Estimate","945,520"
"36031","Essex County","2017","Intercensal Population Estimate","37,825"
"36033","Franklin County","2017","Intercensal Population Estimate","48,696"
"36035","Fulton County","2017","Intercensal Population Estimate","54,049"
"36037","Genesee County","2017","Intercensal Population Estimate","58,739"
"36039","Greene County","2017","Intercensal Population Estimate","47,921"
"36041","Hamilton County","2017","Intercensal Population Estimate","5,012"
"36043","Herkimer County","2017","Intercensal Population Estimate","61,529"
"36045","Jefferson County","2017","Intercensal Population Estimate","119,335"
"36047","Kings County","2017","Intercensal Population Estimate","2,731,444"
"36049","Lewis County","2017","Intercensal Population Estimate","26,858"
"36051","Livingston County","2017","Intercensal Population Estimate","62,976"
"36053","Madison County","2017","Intercensal Population Estimate","69,130"
"36055","Monroe County","2017","Intercensal Population Estimate","756,333"
"36057","Montgomery County","2017","Intercensal Population Estimate","49,425"
"36059","Nassau County","2017","Intercensal Population Estimate","1,387,871"
"36061","New York County","2017","Intercensal Population Estimate","1,687,323"
"36063","Niagara County","2017","Intercensal Population Estimate","213,719"
"36065","Oneida County","2017","Intercensal Population Estimate","233,181"
"36067","Onondaga County","2017","Intercensal Population Estimate","473,907"
"36069","Ontario County","2017","Intercensal Population Estimate","111,351"
"36071","Orange County","2017","Intercensal Population Estimate","391,464"
